"","row","col","geo","env","clim","pH","EMF","AGB","PTN","PTP","BGB","STN","avaP","plant.repl","plant.rich","plant.sor","bac.repl","bac.rich","bac.sor","fun.repl","fun.rich","fun.sor","plant.q1","plant.q2","bac.q1","bac.q2","fun.q1","fun.q2","SES","SES.sig"
"39","summ.za_26","bnch.us_20",17147.240671558,0.831441052979794,0.824382715455288,0.108108108108108,0.545632730975902,0.20375650260104,0.395763831199361,0.183262307585002,0.234339572336539,0.104910714285714,0.00793650793650794,0.564102564102564,0.435897435897436,1,0.316734856800719,0.406845624189203,0.723580480989921,0.46039603960396,0.49009900990099,0.95049504950495,1,1,0.676540956044006,0.919093528673624,0.943960368040658,0.96807334488648,-0.651673130959973,"neutral"
"40","summ.za_9","bnch.us_20",17147.240671558,0.835385160443628,0.824382715455288,0.135135135135135,0.498905740454826,0.157688075230092,0.388584658738387,0.204061088409223,0.0742318946851143,0.160714285714286,0.00793650793650794,0.536585365853659,0.463414634146341,1,0.395050578034682,0.273302023121387,0.668352601156069,0.794726930320151,0.133709981167608,0.928436911487759,0.999999999999999,1,0.650940237650551,0.937258108756287,0.943659739853548,0.981092252988204,-0.792176928619484,"neutral"
"41","ukul.za_12","bnch.us_20",17113.9207328383,0.846218738888067,0.839284690082332,0.108108108108108,0.660124499112361,0.32077831132453,0.353821259225051,0.24024798099547,0.342397605182447,0.179315476190476,0.0238095238095238,0.758620689655172,0.241379310344828,1,0.384542166381116,0.341899866742814,0.726442033123929,0.412213740458015,0.531806615776081,0.944020356234097,0.999999999999997,1,0.701368725101983,0.897431792091479,0.896340027312506,0.898159268553009,-0.199624326654873,"neutral"
"42","ukul.za_20","bnch.us_20",17113.9207328383,0.841023561956664,0.839284690082332,0.0540540540540541,0.775067788690919,0.621498599439776,0.273319897239434,0.155934640743767,0.292422862637054,0.172619047619048,0.0119047619047619,0.88,0.12,1,0.337261114961877,0.395979799980196,0.733240914942073,0.466346153846154,0.447115384615385,0.913461538461538,0.999999999999999,1,0.716233041765004,0.90913242253745,0.892634886363262,0.893916325923775,0.125794872751198,"neutral"
"43","ukul.za_22","bnch.us_20",17113.9207328383,0.854807205072409,0.839284690082332,0.162162162162162,0.689824191097148,0.40796318527411,0.336082297587873,0.203677772880162,0.343552983861815,0.191220238095238,0.0198412698412698,0.846153846153846,0.153846153846154,1,0.383728684386015,0.343050395351053,0.726779079737068,0.511848341232227,0.42654028436019,0.938388625592417,1,1,0.718925438785902,0.926967533505774,0.897553599943664,0.890649205011695,-0.203284071167823,"neutral"
"44","ukul.za_5","bnch.us_20",17113.9207328383,0.841023561956664,0.839284690082332,0.0540540540540541,0.923907935011681,0.790416166466587,0.30481599550984,0.17670594767609,0.259191426127542,0.192708333333333,0.0198412698412698,0.846153846153846,0.153846153846154,1,0.316733870967742,0.42116935483871,0.737903225806452,0.377952755905512,0.58005249343832,0.958005249343832,1,1,0.717368693120527,0.917079936108075,0.903811789862779,0.893264288345613,0.553462036574329,"neutral"
"45","ukul.za_8","bnch.us_20",17113.9207328383,0.841023561956664,0.839284690082332,0.0540540540540541,0.944008435821745,0.832382953181273,0.233957084845944,0.175364055720088,0.289759192140323,0.169642857142857,0.00793650793650794,0.916666666666667,0.0833333333333333,1,0.406078120630186,0.314253752214039,0.720331872844225,0.372340425531915,0.601063829787234,0.973404255319149,1,1,0.696170850234608,0.887069532645123,0.922695414392464,0.887337834926463,0.628480325131221,"neutral"
"46","valm.ch_11","bnch.us_20",8888.36293134166,0.441754973428226,0.441754973428226,0,0.422621436451257,0.0662765106042417,0.0772941682192118,0.144117848628844,0.284719434442548,0.255208333333333,0.0357142857142857,0.454545454545455,0.5,0.954545454545455,0.450587148700356,0.0699300699300699,0.520517218630426,0.574338085539715,0.226069246435845,0.80040733197556,0.878800144994198,0.870753893943052,0.422660276783006,0.486010448822794,0.842541083586665,0.954611402051921,-0.978426385185255,"neutral"
"47","bnch.us_7","bnch.us_25",0,0.135135135135135,0,0.135135135135135,0.293270705896333,0.0440176070428171,0.170533541569248,0.185905183231932,0.0853384083351377,0.114583333333333,0.00396825396825397,0.347826086956522,0.217391304347826,0.565217391304348,0.340481400437637,0.0911743253099927,0.431655725747629,0.408668730650155,0.157894736842105,0.56656346749226,0.345053457689755,0.223121111525099,0.229997402538609,0.249957022128622,0.622149093608748,0.892839641968515,-1.368643482365,"neutral"
"48","burrawan.au_1","bnch.us_25",11899.4395947172,0.924747384795158,0.924747384795158,0,0.812241151096519,0.0946853741496599,0.612667708997813,0.0809331701010113,0.263742295428233,0.446428571428571,0,0.8,0.1,0.9,0.407865468458048,0.331079277515793,0.738944745973841,0.354211663066955,0.615550755939525,0.96976241900648,0.770443923058004,0.769539806316332,0.733408265869836,0.787024998623464,0.979080686555695,0.996311751080651,0.224362911830305,"neutral"
"49","burrawan.au_24","bnch.us_25",11899.4395947172,0.938857972497753,0.924747384795158,0.162162162162162,0.814306801180819,0.0651260504201681,0.593337104466065,0.168956051535771,0.272549451249424,0.451636904761905,0,0.727272727272727,0.181818181818182,0.909090909090909,0.368726402062805,0.377659084630261,0.746385486693066,0.160975609756098,0.824390243902439,0.985365853658537,0.851525767474253,0.903074584352158,0.703393778972959,0.737718500672145,0.992784232152704,0.998088785540227,0.205108809143268,"neutral"
"50","cbgb.us_1","bnch.us_25",2330.48185339642,0.532390394853204,0.521298541618175,0.108108108108108,0.758708466859192,0.119247699079632,0.490462589141542,0.105001073982285,0.269983386106963,0.442708333333333,0.202380952380952,0.823529411764706,0.0588235294117647,0.882352941176471,0.546080615758558,0.0100600904732969,0.556140706231855,0.6304,0.1968,0.8272,0.594322857074432,0.431923533140893,0.498333671126241,0.549038004434864,0.840184917593923,0.95881636300205,0.0391475851212092,"neutral"
"51","cbgb.us_24","bnch.us_25",2330.48185339642,0.57525598204341,0.521298541618175,0.243243243243243,0.772052333209495,0.0170068027210884,0.500950703260582,0.125281170711222,0.290635924166502,0.482886904761905,0.107142857142857,0.842105263157895,0.0526315789473684,0.894736842105263,0.520014424810674,0.0789758384421204,0.598990263252795,0.317991631799163,0.564853556485356,0.882845188284519,0.563958817984274,0.349003875510448,0.538958829968455,0.566585005027003,0.874076317083273,0.911503770828496,0.075862100812064,"neutral"
"52","cbgb.us_33","bnch.us_25",2330.48185339642,0.521298541618175,0.521298541618175,0,0.903535524522289,0.271808723489396,0.61492258720888,0.137282146611152,0.286947781960741,0.443452380952381,0.257936507936508,0.571428571428571,0.285714285714286,0.857142857142857,0.482109498491163,0.0748670786032476,0.55697657709441,0.44952380952381,0.424761904761905,0.874285714285714,0.584522410384188,0.43514864048331,0.509900052496507,0.57026012127954,0.904758529501042,0.966138678011096,0.522664309526161,"neutral"
"53","cowi.ca_25","bnch.us_25",478.142624325775,0.592174389164353,0.589702184515621,0.0540540540540541,0.803088248738791,0.735844337735094,0.173527462242246,0.0250690074212325,0.180293999515893,0.198660714285714,0.0277777777777778,0.461538461538462,0.384615384615385,0.846153846153846,0.430716108692389,0.122954511334634,0.553670620027023,0.411428571428571,0.424761904761905,0.836190476190476,0.534765629322193,0.403574864470441,0.488679893820223,0.564095619155349,0.876886788556635,0.977332228196137,0.21934566254599,"neutral"
"54","elliot.us_16","bnch.us_25",1338.76849218766,1.04075300926393,1.03194249914612,0.135135135135135,0.857071158170145,0.108693477390956,0.26332546252751,0.63626070140033,0.259604360384102,0.425595238095238,0.00793650793650794,0.782608695652174,0.217391304347826,1,0.46665091739507,0.178045515394913,0.644696432789983,0.599290780141844,0.326241134751773,0.925531914893617,1,1,0.677823464516154,0.788802214681467,0.936358193830632,0.97375610336374,0.366446886003715,"neutral"
